track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6XXYdF6pJR1K3wKvuxmu7n,Feel Me,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,6gldP4RkBjKhVb6SgeVuFd,226002,2020-02-21,56,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.392,99.989
0ono6UCNVZ1XqOm6j78Blu,Filter,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,180220,2020-02-21,3,0.781,0.762,10,-5.188,0,0.0626,0.0222,0.0,0.121,0.86,110.042
15xT6IkTumRGbbSim0t11u,Louder than bombs,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,217404,2020-02-21,0,0.643,0.667,0,-6.993,0,0.152,0.0433,0.0,0.0904,0.485,145.999
1aKuG1GG76xPLUkjBbQo3W,UGH!,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,225012,2020-02-21,2,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.998
1TEEi8aHzb4tGcLJdsepb1,My Time,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,234457,2020-02-21,0,0.674,0.64,0,-5.139,0,0.0339,0.151,0.0,0.0925,0.664,99.908
2rk5DdEFF6wJ13Wrwm2sy6,00:00 (Zero O’Clock),3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,250295,2020-02-21,0,0.566,0.548,1,-6.456,1,0.0579,0.0802,0.0,0.11,0.196,157.999
5LCP80MqF8AqHi0WZZGuwJ,Friends,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,199338,2020-02-21,0,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.648,79.98
3bSrpGWHrMlwZ0TdBMXv1p,Inner Child,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,233265,2020-02-21,0,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.332,134.953
3bHKTyjnhkhCOpTDYTMZmN,We are Bulletproof : the Eternal,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,261542,2020-02-21,0,0.526,0.575,9,-5.215,0,0.0309,0.225,0.0,0.108,0.19,84.047
1xfXXujIlLZAx5wpu46Nyk,Moon,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,208589,2020-02-21,2,0.703,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87
07KegcFokV4bBD1GvO1j6L,Respect,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,237540,2020-02-21,0,0.661,0.84,0,-4.805,1,0.116,0.00485,0.0,0.287,0.524,91.457
2Nib4r0saYQf2pUV4RFDhl,Interlude : Shadow,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,259821,2020-02-21,1,0.385,0.798,9,-6.439,0,0.483,0.115,0.0,0.181,0.141,149.756
2ezpl1QGsrICxQwl039Yoe,Outro : Ego,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,196198,2020-02-21,0,0.808,0.903,0,-3.106,1,0.0958,0.0121,0.000233,0.0993,0.473,116.988
5RUUkFNqH3GRKHg1xjprOb,Old Me,5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,4VaepdvunK8gHTIdSeiHsC,184666,2020-02-21,6,0.721,0.621,0,-3.639,1,0.0483,0.304,0.0,0.266,0.473,127.976
7MZF7YLxOP2to9iblSulLc,Modern Loneliness,5JZ7CnR6gTvEMKX4g70Amv,Lauv,0YuPbtHpnpGEhyjg0rCyEi,252337,2020-02-20,0,0.702,0.508,8,-7.105,1,0.035,0.144,0.0,0.108,0.143,82.008
3VFT90E0yYjdHSFoGv02us,Rich Rich,5pVRwX5ZQR7hfJ18w8ZYkl,Ufo361,5q0ZZR0WsTYe9IU5OQEQVe,204319,2020-02-21,51,0.548,0.649,4,-4.796,0,0.29,0.0844,0.00044,0.13,0.222,141.853
4CEFxa53bQl45kF3Fq6CeD,It's A Raid (feat. Post Malone),6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne,2x2cG56QicVfymWnRF0Nmj,260016,2020-02-21,48,0.472,0.996,1,-0.578,1,0.16,0.00687,0.0,0.392,0.114,117.004
6CeZoh6Oemi28WQRpa004x,The Way,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,6R7uYXcEcFCf75AG0M7fT4,243287,2020-02-21,0,0.78,0.666,1,-6.222,0,0.172,0.182,1.62e-05,0.147,0.537,145.978
3qHgGyJY4GpXNOK4WL4NSo,Red Eye,7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,6mhlquPOu46v4c7nXS35mX,156076,2020-02-21,60,0.485,0.814,9,-3.907,1,0.138,0.217,0.0,0.112,0.327,159.894
7na7Bk98usp84FaOJFPv3d,Tattoo,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,2YRwWCfsk2Uf9ycGS7FRMV,202886,2020-02-13,67,0.755,0.617,9,-5.144,1,0.182,0.0217,0.0,0.0625,0.745,193.896
3RgJvQlTg7tp5mXtylDXYx,Schüsse im Regen,6h1s4i4XKIYv4ErDelLDN0,Samra,2kFfCebVAsAayBNinXzgrE,152299,2020-02-20,44,0.772,0.799,5,-3.481,0,0.291,0.104,0.0,0.111,0.449,97.029
6ap9lSRJ0iLriGLqoJ44cq,CITY OF ANGELS,6fWVd57NKTalqvmjRd2t8Z,24kGoldn,2eLpj5EDUhyAoTks8sxcKR,112493,2019-11-22,72,0.686,0.541,0,-4.993,0,0.0493,0.042,0.0,0.0675,0.724,120.082
1K7WzjKDcDdVbKNGrB0gej,Rave de Favela (feat. BEAM),738wLrAtLtCtFOLvQBXOXp,Major Lazer,6A0SAv8tSkXHGzIlgFIhSy,154153,2020-02-15,59,0.891,0.894,4,-4.595,0,0.145,0.0466,0.000244,0.161,0.671,130.045
2QyuXBcV1LJ2rq01KhreMF,ON,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,246380,2020-02-21,4,0.583,0.817,9,-5.146,0,0.0987,0.118,0.0,0.338,0.438,105.936
3bkkMZEAhx7rTVz1C0itRQ,Black Swan,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,198260,2020-02-21,1,0.719,0.758,2,-5.167,0,0.0851,0.137,0.0,0.129,0.49,147.023
3op7HNwLli54MBjFGzIlZO,Louder than bombs,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,217404,2020-02-21,1,0.643,0.667,0,-6.993,0,0.152,0.0433,0.0,0.0904,0.485,145.999
4vTgx6h4seHvkuFh84JXYP,My Time,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,234457,2020-02-21,2,0.674,0.64,0,-5.139,0,0.0339,0.151,0.0,0.0925,0.664,99.908
4AlihYDqxXshKhvh5tnMfP,00:00 (Zero O’Clock),3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,250295,2020-02-21,3,0.566,0.548,1,-6.456,1,0.0579,0.0802,0.0,0.11,0.196,157.999
7w05lsU2VLSeiT8Nukrv5M,Friends,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,199338,2020-02-21,2,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.648,79.98
4BKOjYosPhw334moS3wlbO,Inner Child,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,233265,2020-02-21,1,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.332,134.953
44WLOqH7QayQOQdeUHeKUK,We are Bulletproof : the Eternal,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,261542,2020-02-21,3,0.526,0.575,9,-5.215,0,0.0309,0.225,0.0,0.108,0.19,84.047
3r9FFjLrAIQjoR8pSHVPC9,Outro : Ego,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,196198,2020-02-21,1,0.808,0.903,0,-3.106,1,0.0958,0.0121,0.000233,0.0993,0.473,116.988
37TSJmYKLxXmx8OehFpqMN,Respect,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,237540,2020-02-21,1,0.661,0.84,0,-4.805,1,0.116,0.00485,0.0,0.287,0.524,91.457
4dZTZbmJBCCofAExHwefda,Lottery (Renegade),5bgfj5zUoWpyeVatGDjn6H,K CAMP,6Z8fenVdNwyQZ9iBFkNyKZ,170946,2019-06-21,56,0.915,0.556,1,-8.601,1,0.216,0.0145,0.000179,0.0733,0.67,148.964
63SHcJzckFykS8faA5zojY,Vem Me Satisfazer,09EYYUcfEDOvj3D5f45L99,MC Ingryd,04frJOjcTaZjBc80SmMhHN,188388,2019-08-20,57,0.862,0.561,8,-5.703,1,0.335,0.596,0.0,0.108,0.541,99.864
1mF6sMUsRU9MisrdB9qWvg,Mejor,0KPX4Ucy9dk82uj4GpKesn,Dalex,0QVcNjwxgVhBzZfnsfENXH,201361,2020-02-07,0,0.524,0.577,2,-4.501,1,0.18,0.185,0.0,0.103,0.19,175.396
7ygVaACDENw4PgLbN1awFE,Matrix,1qQLhymHXFPtP5U8KNKsm6,Apache 207,0sm1vPhUeegBS08TiwBpSC,183793,2020-02-24,55,0.789,0.509,9,-8.766,0,0.291,0.768,3.36e-06,0.272,0.418,114.957
0oufSLnKQDoBFX5mgkDCgR,Trust,3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,03nFfkhtHqQZZqprep3G6r,158420,2018-10-19,78,0.764,0.394,8,-8.559,1,0.152,0.231,9.37e-05,0.117,0.465,92.009
463PQggkmk5tTw8ug0ahOX,The Other Side (from Trolls World Tour),7tYKF4w9nC0nq9CsPZTHyP,SZA,50ZTMRi6Biq1i1pWbcaKaJ,188186,2020-02-26,64,0.76,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.709,105.979
2kJu14V7hbZw3I4K8L8SXb,Stupid Love,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2HDW1EX8IBI3jqobswAfrZ,193530,2020-02-28,33,0.676,0.815,8,-4.294,1,0.0625,0.00146,0.00041,0.275,0.796,117.973
4uziEsK1yiqdauKVDPsmVG,Rojo,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,54lqxBRUg66EYNyqKSKU5C,150853,2020-02-27,66,0.652,0.595,11,-4.04,1,0.113,0.15,0.000115,0.0842,0.444,172.27
7KSSdFCBHCfq4KPzz78ghk,Heatin Up (feat. Gunna),5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,177314,2020-02-28,69,0.788,0.436,1,-9.435,1,0.364,0.0611,0.0,0.0979,0.341,129.847
6AyWdCtEn1DdxjnxPeojR2,Live Off My Closet (feat. Future),5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,173061,2020-02-28,60,0.807,0.678,6,-3.244,0,0.177,0.0345,0.0,0.0986,0.21,147.004
02RCbjb9czvQKNGBmEmWob,Woah,5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,183011,2020-02-28,67,0.883,0.599,11,-5.551,1,0.248,0.0177,0.0,0.179,0.413,142.976
3tDqEKKUs6gf8zMvSuLyLA,Commercial (feat. Lil Uzi Vert),5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,214214,2020-02-28,69,0.892,0.486,11,-8.637,0,0.384,0.048,0.0,0.146,0.535,120.998
4MdcsdRj7i8eBm0qFjO4L4,Feel Me,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,05b4SazhZ2bZFxV5fWi54E,226002,2020-01-10,0,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.392,99.989
20Yz5dzjdTCVjXte9KrJbi,Get Ugly,5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,155832,2020-02-28,55,0.681,0.414,1,-6.944,0,0.223,0.177,0.0,0.178,0.0734,148.03
5f4Hy5mw5SRaUgXX9c6P5S,Sum 2 Prove,5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,205760,2020-02-28,71,0.827,0.552,4,-7.571,0,0.274,0.0169,0.0,0.122,0.408,124.011
4RVtBlHFKj51Ipvpfv5ER4,Drown (feat. Clinton Kane),60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,7rU4vsRIhRRfMt3qy6ADND,174062,2020-02-27,69,0.573,0.739,9,-5.455,1,0.0581,0.212,0.0,0.175,0.363,120.077
033if6Adj8fwBYsQzHOfQ8,100k Cash,4WZGDpNwrC0vNQyl9QzF7d,Capital Bra,5cqwoGrjFr3VKYZ9ZC0eL2,173352,2020-02-27,46,0.701,0.714,10,-5.906,1,0.524,0.289,0.0,0.0883,0.604,86.91
2b7rt5gCEy2p2zTp656s4U,How,5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,181999,2020-02-28,55,0.582,0.488,2,-8.208,1,0.455,0.00168,0.0,0.0941,0.309,80.322
7ge7BHazYbVKi8qyZUX1Bm,Emotionally Scarred,5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,197529,2020-02-28,74,0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284
01JMnRUs2YOK6DDpdQASGY,Grace (feat. 42 Dugg),5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,203438,2020-02-28,71,0.817,0.513,10,-6.263,0,0.394,0.38,0.0,0.109,0.177,123.029
3EVzllf30zIBAtKb75bs1W,Forever (feat. Lil Wayne),5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,201615,2020-02-28,54,0.619,0.668,4,-2.115,0,0.271,0.0799,0.0,0.122,0.147,76.514
2XEsbmynS9dLSzNSuZzfXF,Same Thing,5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,162791,2020-02-28,54,0.902,0.85,7,-6.39,1,0.358,0.0389,0.0,0.0838,0.556,120.132
6gm12xlADJwiBbHIKBXzGW,René,5GcWBUX00IPuWVGMIRK1sS,Residente,0RYd37TdvWxCBo9u5BNgJ3,457591,2020-02-27,66,0.486,0.388,0,-9.326,1,0.126,0.435,0.0,0.196,0.467,90.471
6A9wHAasMxed0firnDao1K,No Sucker (feat. Moneybagg Yo),5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,188606,2020-02-28,63,0.9,0.846,0,-4.884,1,0.224,0.025,0.0,0.204,0.851,129.966
5ixKkLQSriCQakDWbdW8qD,We Should (feat. Young Thug),5f7VJjfbwm532GiveGC0ZK,Lil Baby,1ynyQdPQiXdYJNQEDL1S3d,176539,2020-02-28,53,0.562,0.604,9,-7.498,0,0.197,0.326,0.0,0.416,0.562,83.355
3jT2LKH0RSbQ8jIUNFzXm5,PTSD,5QdEbQJ3ylBnc3gsIASAT5,G Herbo,0jH6iWykjOuyW7Y8zNKMBk,232064,2020-02-28,4,0.883,0.808,1,-3.158,0,0.183,0.0317,0.0,0.207,0.805,119.012
38RIEav39FGi86jppxO0du,Ignorantes,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,210606,2020-02-29,73,0.85,0.536,1,-5.161,1,0.0599,0.267,3.89e-05,0.0996,0.505,96.029
6NfrH0ANGmgBXyxgV2PeXt,La Difícil,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,163084,2020-02-29,80,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87
41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,170971,2020-02-29,82,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928
69vlMrzHwATKzupwNcUPyK,La Santa,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,206420,2020-02-29,84,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037
2n7ohqg1s68ToAHh4u9mcW,Vete,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,192024,2020-02-29,76,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976
75pQqzwgCjUOSSy5CpmAjy,Pero Ya No,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,160638,2020-02-29,74,0.882,0.612,4,-6.103,1,0.118,0.0475,5.07e-06,0.182,0.742,147.982
0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,172127,2020-02-29,79,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014
4j4w4CXm6BSr0s25wAWrrX,Bichiyal,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,196500,2020-02-29,79,0.737,0.766,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956
7sOfmPd18RWp3FoCzpa7Kw,Soliá,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,159282,2020-02-29,76,0.71,0.81,2,-5.507,1,0.0854,0.117,0.000132,0.154,0.184,92.041
53v2u51nq3CxiKUNphRzP1,Que Malo,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,167975,2020-02-29,75,0.802,0.787,7,-6.181,0,0.0599,0.0832,0.0,0.153,0.446,94.026
5kqNIqFjijuzvVLhuY9B8j,La Zona,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,136892,2020-02-29,79,0.762,0.801,1,-3.661,0,0.0409,0.2,7.04e-05,0.254,0.81,93.992
2DEZmgHKAvm41k4J3R2E9Y,Safaera,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,295176,2020-02-29,80,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172
4saHEjXw7O1NXJOzBkUKKG,Está Cabrón Ser Yo,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,227939,2020-02-29,72,0.81,0.854,10,-3.999,0,0.254,0.0732,0.0,0.123,0.879,154.083
4MZSqgwlE71CWZ6qQ3gkKm,<3,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,157967,2020-02-29,71,0.631,0.665,10,-7.589,0,0.229,0.602,1.7e-06,0.152,0.634,80.353
4r9jkMEnArtWGH2rL2FZl0,A Tu Merced,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,175918,2020-02-29,84,0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023
1V8XneTrX6kKeoxYbk4x6h,Hablamos Mañana,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,240253,2020-02-29,72,0.683,0.677,1,-4.496,1,0.0469,0.0869,0.0,0.0998,0.514,156.019
4NqQaovM14WR2hNPMFxgjb,25/8,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,243275,2020-02-29,73,0.761,0.732,4,-5.469,0,0.0549,0.092,0.0,0.0716,0.542,151.982
5J7teKIJGtqVypgYI6sqXj,Una Vez,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,232496,2020-02-29,81,0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836
0fgsKar6uBO08vzHXkTjWi,P FKN R,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,258280,2020-02-29,68,0.82,0.635,5,-5.749,0,0.0772,0.409,0.0,0.244,0.528,101.024
5gCg2qMPzKkW4jS4dBKdDs,Puesto Pa' Guerrial,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,190207,2020-02-29,66,0.867,0.686,4,-5.342,1,0.221,0.311,0.0,0.1,0.658,139.968
5raTDhlbxFDnpn89bxArdH,That Way,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,4iz9Pqwpw8HljZei6XFCGd,212354,2020-03-01,63,0.719,0.611,7,-5.01,0,0.0403,0.0582,0.0,0.155,0.489,129.962
78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,4pmyFpGicLLIgNPc1TQXKc,134239,2020-01-23,79,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989
4nK5YrxbMGZstTLbvj6Gxw,Supalonely,0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,3ZJSoxsPMkNC9eb6gUn0Q8,223480,2019-11-15,73,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977
7hav1MHURQf5SAoPk0egqh,Baby Pluto,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,210261,2020-03-06,67,0.772,0.634,10,-6.101,0,0.212,0.135,0.0,0.432,0.671,160.052
6CUP2khYzdphXebxVTfPE3,Lo Mein,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,195299,2020-03-06,67,0.855,0.676,1,-5.736,1,0.325,0.0888,0.0,0.144,0.509,133.082
5egD7A5x9AHdVO2fMo3Wbo,Silly Watch,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,195692,2020-03-06,70,0.903,0.535,8,-6.238,1,0.286,0.0298,0.0,0.0851,0.157,130.117
1jDbQz6tr52WgScCTXMnaN,POP,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,227474,2020-03-06,59,0.741,0.599,1,-6.672,0,0.419,0.00961,0.0,0.785,0.276,139.891
1xcOYJxDa5pObgxY1r0I9c,I'm Sorry,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,211882,2020-03-06,59,0.858,0.547,1,-5.822,1,0.29,0.213,0.0,0.104,0.303,128.02
6vxU64pcIuQ38O015Zy4qj,Homecoming,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,213884,2020-03-06,70,0.929,0.563,9,-7.428,1,0.49,0.000592,0.0,0.244,0.353,129.957
6YAxCn4juTWn5hWl2hzHGw,You Better Move,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,196638,2020-03-06,59,0.842,0.556,8,-6.793,1,0.442,0.159,0.0,0.204,0.306,118.836
3kW4z2pIj5VY5fLjBrMRL5,P2,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,234626,2020-03-06,69,0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086
2IHLaN6wwYKQ3S24NsQqpA,I Love Me,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,3VKVZ7PvA64NtVJChPGDaH,203672,2020-03-06,62,0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093
25B5fGr9K0VdZJiRFsnMO4,Celebration Station,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,195058,2020-03-06,60,0.748,0.771,6,-4.156,1,0.15,0.101,0.0,0.135,0.792,142.086
4YcWzLSnGqLjSCycuSMHnn,Prices,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,233333,2020-03-06,65,0.786,0.683,7,-5.397,1,0.205,0.173,0.0,0.706,0.57,126.002
2oHDJHNondITqbl8xZ9vPn,Bigger Than Life,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,192705,2020-03-06,63,0.776,0.752,8,-4.711,0,0.193,0.325,0.0,0.33,0.716,140.013
46mT9NR7N9Zf5MolcrBgE3,Chrome Heart Tags,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,212821,2020-03-06,57,0.702,0.768,0,-4.055,1,0.0669,0.541,0.0,0.105,0.574,70.056
3BYIzNZ3t9lRQCACXSMLrT,Venetia,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,188800,2020-03-06,63,0.775,0.757,9,-4.139,1,0.175,0.162,0.0,0.148,0.562,142.933
4wBcaYqLPm7EtDVoJQORU4,Bust Me,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,194451,2020-03-06,56,0.734,0.703,11,-6.256,1,0.355,0.237,1.99e-06,0.413,0.608,151.923
5KlPy74NOEAt8jC3FYURnQ,Urgency (feat. Syd),4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,181161,2020-03-06,51,0.619,0.784,1,-6.11,1,0.123,0.0326,2.85e-06,0.315,0.471,156.035
7gHZGXSJzM29WA384suYY2,Secure The Bag,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,238425,2020-03-06,56,0.803,0.719,0,-4.485,1,0.392,0.344,0.0,0.425,0.549,129.945
5Xitt5a5uLQ1QtYdFxmi9e,Se Me Olvidó,0XwVARXT135rw8lyw1EeWP,Christian Nodal,09WScwK7HlzuM0dXAdXaMy,159133,2020-03-06,61,0.647,0.554,0,-3.14,1,0.032,0.348,0.0,0.317,0.737,141.823
63wx9vdskaXbYxyDx4oJCZ,B.S. (feat. H.E.R.),5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,5jlE1zlhT3mEWw0mRpN920,212866,2020-03-06,71,0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781
3ksNHUNCTP6Pan8rjFnmtw,Never Worn White,6jJ0s89eD6GaHleKKya26X,Katy Perry,0Gubs5k8ay34m9a0yiliRa,225039,2020-03-05,51,0.544,0.353,11,-7.275,0,0.0303,0.706,0.0,0.105,0.357,138.059
