track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1Ft13La2daEGqz5yWJC7lx,Bella,2OnKRchqP7tT0FzTvWIFI7,Wolfine,76mK6wSbJ7vVxTBl8F5DS7,197120,2017-09-29,1,0.909,0.493,3,-6.688,1,0.0735,0.128,0.000147,0.127,0.844,94.016
7CRVv14VLogIh8BZLcRpJM,Modern Slavery,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,5RNRjhDRdvDPsfNWQJRhsc,148559,2017-12-21,0,0.744,0.739,4,-3.735,0,0.224,0.00161,0.0,0.28,0.507,134.008
4vwfOiyWxXeEdx4ejAJgdx,Eye 2 Eye,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,190678,2017-12-21,55,0.818,0.65,2,-4.328,1,0.148,0.00122,0.0,0.104,0.163,146.015
2GByM82VgSrwywP6MVZmsm,Black & Chinese,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,5RNRjhDRdvDPsfNWQJRhsc,172016,2017-12-21,0,0.667,0.848,1,-4.156,1,0.0928,0.00285,0.00291,0.125,0.361,159.15
4ceMuukXWzAQRYRYXalJMS,Motorcycle Patches,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,5RNRjhDRdvDPsfNWQJRhsc,191409,2017-12-21,0,0.893,0.662,5,-5.03,0,0.0971,0.0171,0.0,0.105,0.446,81.524
5TRaIECBIfSkeqkKoG6psm,Dubai Shit,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,5RNRjhDRdvDPsfNWQJRhsc,228431,2017-12-21,0,0.768,0.535,10,-4.489,0,0.0534,0.0569,0.0,0.0902,0.239,138.086
5vuiHi3QYbwcm1OKJOYnrf,Huncho Jack,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,199227,2017-12-21,54,0.793,0.574,5,-3.509,0,0.0435,0.011,0.0,0.156,0.0601,136.982
5RRw66jDLIzgIqwA7ABJ9o,Saint,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,5RNRjhDRdvDPsfNWQJRhsc,140792,2017-12-21,0,0.855,0.642,1,-3.701,1,0.0557,0.00953,0.0,0.104,0.0696,150.081
7mJ2RZgc9MDpiQBijvPYFX,Saint Laurent Mask,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,5RNRjhDRdvDPsfNWQJRhsc,190436,2017-12-21,0,0.767,0.59,11,-4.098,1,0.041,0.0432,0.0,0.169,0.0792,134.994
4RgoqOBE34Q6zZj8K7RUAx,Go,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,156530,2017-12-21,54,0.755,0.898,5,-0.777,0,0.042,0.32,4.93e-05,0.309,0.576,135.057
7bTH8LgGSwyNNE4r1k95Zp,Moon Rock,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,151183,2017-12-21,59,0.72,0.717,8,-4.043,1,0.046,0.0092,0.0,0.147,0.198,142.926
45FMZNp09Z0FMjjOUVGAzm,How U Feel,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,5RNRjhDRdvDPsfNWQJRhsc,205681,2017-12-21,0,0.853,0.79,2,-2.557,1,0.158,0.0474,1.22e-05,0.382,0.46,139.986
11cCVYamncF0ezwjj1irQ0,Where U From,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,251968,2017-12-21,56,0.756,0.757,1,-2.969,1,0.0772,0.0542,0.0,0.211,0.284,140.073
2hIFuoXhzcZGvmdtSE35lc,Best Man,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,266879,2017-12-21,47,0.673,0.687,8,-4.567,1,0.0545,0.00304,4.77e-05,0.317,0.159,106.859
75FDPwaULRdYDn4StFN2rT,Bartier Cardi (feat. 21 Savage),4kYSro6naA4h99UJvo89HB,Cardi B,3HnoQ7RGzU3o4CIGlKsNsF,224613,2017-12-22,51,0.909,0.546,8,-7.513,1,0.175,0.000704,0.000823,0.36,0.0986,138.043
5xlS0QkVrSH7ssEbBgBzbM,Little Saint Nick - 1991 Remix,3oDbviiivRWhXwIE8hxkVV,The Beach Boys,67nqYhvjDyJXGD64937Lw3,118840,1964-11-09,54,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594
5ASM6Qjiav2xPe7gRkQMsQ,Sleigh Ride,7CyeXFnOrfC1N6z4naIpgo,The Ronettes,2kzkwgOFAtRsDsas5Hi0Qu,181266,1963,61,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751
6a1hzBiTkgqTsDA0Xgfh9z,Santa Claus Is Coming To Town,2iE18Oxc8YSumAU232n4rW,The Jackson 5,3w6QeihCf2l0zZMBLagxDj,143773,1970-01-01,26,0.682,0.577,0,-11.309,1,0.0352,0.271,0.000786,0.0796,0.943,147.331
4FPrAERfkPKOBKrRoyuxLu,Cold December Night,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,3CKVXhODttZebJAzjUs2un,198266,2011-10-14,35,0.517,0.702,3,-6.763,1,0.0247,0.00722,0.0,0.0896,0.414,83.873
7J6bnDDitOwfelaJNixHhL,Modern Slavery,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,148559,2017-12-21,59,0.765,0.733,4,-3.509,0,0.165,0.00186,0.0,0.297,0.495,133.966
6urLjX35oXXRYtcH1b3dCh,Dubai Shit,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,228431,2017-12-21,63,0.774,0.529,5,-4.479,0,0.0532,0.0674,0.0,0.0814,0.227,138.072
628Ueb4sRiXApObhcU9iPU,Black & Chinese,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,172016,2017-12-21,61,0.668,0.844,1,-4.151,1,0.0956,0.00389,0.00879,0.119,0.33,159.108
7g7raxdQpiLZT7aOlib4S1,Motorcycle Patches,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,191409,2017-12-21,64,0.868,0.657,8,-4.853,1,0.113,0.0158,0.0,0.0995,0.436,162.867
7foypmc7KZyU716Yv63BPe,Saint,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,140792,2017-12-21,64,0.866,0.648,1,-3.675,1,0.0543,0.009,0.0,0.0967,0.0798,150.058
05X6aMCQR09E6smUmw9qms,Thank God It's Christmas - Non-Album Single,1dfeR4HaWDbWqFHLkxsg1d,Queen,7K6YvloaUMP4rnQQVzdBEo,261626,1984-02-27,0,0.296,0.421,7,-8.891,1,0.0285,0.214,0.0,0.232,0.335,83.425
6s2wpWPFPAgKg2LXxi1Oee,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,6SEtGOi92yZM5TyAGlXlpZ,267600,1981,55,0.357,0.668,0,-8.444,1,0.0479,0.362,1.37e-06,0.727,0.407,139.986
7JGyxh8G8QZnu4AMJuCqlj,Saint Laurent Mask,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,190436,2017-12-21,57,0.771,0.596,11,-4.086,1,0.0414,0.0379,0.0,0.169,0.0745,135.012
15coTBAzEN1bOeipoNDZAR,"Merry Christmas, Happy Holidays",6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,5nQhqsmAirtZqHID6tkcnh,255306,1998-10-23,36,0.643,0.939,5,-3.967,1,0.0463,0.104,0.0,0.881,0.756,104.999
5lyikKk6KFWfWCuDDir9Fx,Rockin' Around The Christmas Tree,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,0kCDFEzZ3zNnr5zdO0Bh08,116546,2017-11-29,41,0.603,0.713,10,-7.579,0,0.0351,0.0409,0.0,0.27,0.796,141.985
0Ie5uiv54KgCr7P4sYDTHl,Baby It's Cold Outside (duet with Michael Bublé),73Np75Wv2tju61Eo9Zw4IR,Idina Menzel,0EGX5qfw6VEPOMoCUFJFHl,166146,2014-10-10,55,0.553,0.476,0,-8.869,1,0.0649,0.647,0.0,0.281,0.558,113.401
3E6Ydoy1H8ePoigc10Mgsa,Snowman,5WUlDfRSoLAfcVSX1WnrxN,Sia,0DB01cPUt66gHPLL1JcdQq,165906,2017-11-17,0,0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957
2qqZ5fOGuNvYVzgPFDLQ4l,Mary's Boy Child / Oh My Lord,54R6Y0I7jGUCveDTtI21nb,Boney M.,71j9nbHz1Ucdncs7Gtp7lh,241426,2017-11-10,43,0.781,0.718,0,-8.722,1,0.0361,0.278,0.0,0.202,0.925,112.542
0xPaZrF25ltzvz1a2Pm5DQ,All I Want for Christmas Is You,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,3CKVXhODttZebJAzjUs2un,171826,2011-10-14,34,0.503,0.465,8,-8.077,0,0.0274,0.42,0.0,0.101,0.143,141.793
4eqne0oIdt9GW2ubiliny0,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",0hItVPjwJLVZrFqOyIsxPf,Judy Garland,1VND54ojnKw7YyWMJdfpLA,162200,1994-01-01,0,0.273,0.161,6,-16.091,1,0.0357,0.961,0.000905,0.112,0.111,64.16
78pn8k7RogKo2oxl0DyX6d,One More Sleep,5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,4HRXnpdnLJGTkHSRk4roEs,239586,2013-12-02,53,0.638,0.813,11,-3.849,1,0.0362,0.464,0.0,0.344,0.754,112.986
6C81GGUCNbEmR8gMIi0CpH,You Make It Feel Like Christmas (feat. Blake Shelton),4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,7u47Jl621thgePdr08oC10,156773,2017-10-06,7,0.515,0.876,0,-4.286,1,0.0603,0.0123,0.0,0.124,0.917,185.967
7CWiWkccuRRdrmaW6AjVEf,How U Feel,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,6FED8aeieEnUWwQqAO9zT1,205681,2017-12-21,58,0.86,0.799,2,-2.446,1,0.149,0.0532,2.54e-05,0.369,0.491,140.005
0SvD6EdetxVtXei2JhkV4B,Wonderful Dream (Holidays Are Coming) - Radio Version,2apYMRrg5FxN4go0pfsCvf,Melanie Thornton,2cI7OSBaPrcOm9ppZipeJ3,231933,2001-01-01,50,0.578,0.676,8,-5.478,1,0.033,0.114,0.0,0.255,0.524,149.965
66WPXyhXqMlkM1kZhyEXWK,Christmas (Baby Please Come Home),1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,3CKVXhODttZebJAzjUs2un,187920,2011-10-14,34,0.495,0.793,6,-5.696,1,0.03,0.000942,8.29e-06,0.0791,0.672,125.998
70f0ToGXTEtLKFSwHMbHoC,Please Come Home For Christmas - Bonus Track,0ECwFtbIWEVNwjlrfc6xoL,Eagles,5Dth4kKoizl5D4yuuKyZgL,180413,2007-01-01,0,0.609,0.357,9,-10.056,1,0.0398,0.514,0.00034,0.0603,0.468,183.055
0hnErtVKN1JyvfBNfpWDpO,Christmas Time,3Z02hBLubJxuFJfhacLSDc,Bryan Adams,6gl1gHuuV7DHyMQYaVEnpm,247933,2007-01-01,44,0.505,0.443,0,-8.649,1,0.0249,0.453,0.0,0.0647,0.38,76.874
3iwZ8hg0q1kTBB5kjg0nO4,Merry Xmas Everybody,10n5lhNDoSMUHWLlnST1yw,Slade,3qQsv8mJaD5Qn10yCEuk84,205466,1991-01-01,0,0.367,0.623,7,-9.436,1,0.0499,0.0199,0.000731,0.159,0.511,128.268
2uFaJJtFpPDc5Pa95XzTvg,Let It Snow! Let It Snow! Let It Snow!,49e4v89VmlDcFCMyDv9wQ9,Dean Martin,5I48ENiZiaZZSOpec6PdS5,117146,1959-01-01,65,0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009
46pF1zFimM582ss1PrMy68,Christmas (Baby Please Come Home),391oLRVmoTkumiN79HkTWu,Darlene Love,2kzkwgOFAtRsDsas5Hi0Qu,166453,1963,54,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.627
3WrG9BpOPQWUus3FjA1Tny,8 Days of Christmas,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,78r5vrR1Wf60JPgFQ1drwr,210133,1999-09-07,33,0.687,0.843,9,-1.18,0,0.194,0.0501,0.0,0.0604,0.638,99.789
25leEEaz1gIpp7o21Fqyjo,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,5ixB75BQR3ADoWQkcHQJTs,Gene Autry,3BPDSjoJlho8oiUPUNrShM,150266,1947,52,0.834,0.371,1,-11.99,1,0.0358,0.799,0.0,0.275,0.976,96.628
1DnSNqCQM3LUxqFuXt184Q,Have Yourself a Merry Little Christmas,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,3CKVXhODttZebJAzjUs2un,230306,2011-10-14,35,0.275,0.276,9,-11.395,1,0.0321,0.602,0.00167,0.121,0.195,68.764
1mH6tZC6iXIHPI6EixCwxw,I Wish It Could Be Christmas Everyday,7823Dim2TzjiQQ9wRQxyi9,Wizzard,1xYecZKOZdxIuTQN4AuAwB,278946,2007-11-19,49,0.383,0.914,9,-6.43,1,0.0515,0.00422,1.4e-05,0.444,0.528,139.955
3eLWJ29j2FGM91T7aGlHHW,Joy To The World,7v4imS0moSyGdXyLgVTIV7,Nat King Cole,3RbxlISBoyXN6ECspX7Jrr,86200,1990-01-01,0,0.559,0.381,10,-9.446,1,0.0288,0.783,0.0,0.0898,0.667,101.754
7DNGqrLnd07C2FPpAdn6cc,"River - Recorded At RAK Studios, London",2wY79sveU1sp5g7SokKOiI,Sam Smith,0nu6CXfrJdNcVCvOojAdcW,208573,2017-11-29,39,0.472,0.181,10,-11.417,1,0.0406,0.896,1.02e-06,0.11,0.198,116.155
4ricyQVd20UQde1jpXCSuJ,Winter Wonderland,2lolQgalUvZDfp5vvVtTYV,Tony Bennett,2sw2JVdzZ4lcn2cxh3Nxdc,133866,1968-11-06,8,0.452,0.366,0,-14.152,0,0.0415,0.833,0.0,0.0789,0.629,114.993
6keKIzkXWdbwJWMBJQUwYl,The First Noel - Remastered 1999,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,0ny6mZMBrYSO0s8HAKbcVq,161373,1957-09,40,0.176,0.153,0,-15.969,1,0.0365,0.956,0.00012,0.158,0.157,84.741
4QX5pZQpQTgVlkqfUTDim0,Silver Bells,49e4v89VmlDcFCMyDv9wQ9,Dean Martin,4Kd6niUoyuNkcLRVmThm0H,142560,1966,49,0.29,0.259,8,-13.967,1,0.0306,0.9,0.0,0.308,0.606,97.173
7faDzZnZYqTyYThx2sbHVQ,Mistletoe And Holly - Remastered 1999,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,0ny6mZMBrYSO0s8HAKbcVq,136426,1957-09,51,0.607,0.103,9,-14.405,1,0.0404,0.804,0.0,0.076,0.341,110.378
095XSaT8I2uI6Uldj2QrSl,Stop the Cavalry,3nohf4qILMr5aUSOsolwxB,Jona Lewie,2OCD8Xaw2daCaTx215R8TJ,178680,1978,0,0.687,0.496,9,-4.708,1,0.0339,0.434,0.00144,0.0613,0.746,97.575
5wTM2Bm8phDwHAuOsfBwhU,2000 Miles - 2007 Remaster,0GByy3DcfbQwDvXGCWmzv9,Pretenders,48NYXFdasUBuSeO3RAolt3,220426,1984,49,0.22,0.708,7,-9.051,1,0.035,0.00292,0.0267,0.102,0.453,66.214
4EZUcj7c8n9pWIwHqN0DoH,Do You Hear What I Hear?,6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,0RybBCL0oKCwyKur97W2gH,165960,1998-01-01,19,0.489,0.328,10,-10.892,1,0.0261,0.891,0.00038,0.307,0.405,100.83
2qoZNAP3JLyIOtbsPtBjvV,What Christmas Means To Me,7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,0zdNmxXNCOFIFsTpJ4Q6uq,147226,1967-11-01,7,0.478,0.542,5,-10.135,1,0.0367,0.244,0.0,0.0839,0.821,167.486
4hXAK3mjFVFOOiJQ3rKAXi,Rudolph The Red-Nosed Reindeer,0MHgLfmQdutffmvWe5XBTN,Burl Ives,5r5iTtNflB2DAKO1t5ih8f,130026,1965-01-01,0,0.67,0.275,0,-12.755,1,0.0385,0.671,0.0,0.199,0.806,152.649
4HEOgBHRCExyYVeTyrXsnL,Jingle Bells - Remastered 1999,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,0ny6mZMBrYSO0s8HAKbcVq,120693,1957-09,52,0.512,0.339,8,-13.119,1,0.0498,0.727,0.0,0.0977,0.951,174.609
09OojFvtrM9YRzRjnXqJjA,Rockin' Around the Christmas Tree,4cPHsZM98sKzmV26wlwD2W,Brenda Lee,1cBDfonflxnXLLW1Ttnp9F,126146,1991-09-13,44,0.682,0.641,8,-8.915,1,0.0386,0.568,0.0,0.224,0.826,141.002
6DwnAl6l63e83dDgIzY8P4,Santa Baby,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,3CKVXhODttZebJAzjUs2un,231626,2011-10-14,31,0.641,0.0964,9,-12.995,0,0.0399,0.835,2.95e-05,0.11,0.357,76.273
75clRtmtXSkZsPm6SjjQ5j,Santa Claus Is Comin' to Town,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,2QRrrjJcbfHSx79HbXLpdl,154826,1948,0,0.636,0.178,7,-12.179,0,0.0656,0.663,0.0,0.0964,0.643,139.997
0ezxVlILGg3XiTJONE7PEn,Christmas Eve - Recorded at Spotify Studios NYC,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,1ueZZjEeoThIvgJr4OKKa5,176425,2017-11-29,31,0.537,0.834,5,-8.76,1,0.083,0.0326,0.0,0.416,0.353,125.993
7F9oCEKbqjN99cV5HpvYER,"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,1gDgPEEeuFPfRMASQWU8A0,192458,2017-11-29,44,0.586,0.32,0,-12.788,1,0.0289,0.637,0.00202,0.128,0.437,115.808
4MrfQL4TYQXJBlZYpAHTuE,"Baby, It's Cold Outside",49e4v89VmlDcFCMyDv9wQ9,Dean Martin,5I48ENiZiaZZSOpec6PdS5,143733,1959-01-01,52,0.469,0.196,0,-16.093,1,0.0571,0.882,0.0,0.0513,0.537,130.036
1QXg7pVx5hpAZWw8KIAcGw,Merry Christmas Darling - Album Version/Remix,1eEfMU2AhEo7XnKgL7c304,Carpenters,1EiBrlQW6W6H1mZI4N7Ne4,186973,1978,0,0.327,0.24,7,-15.181,1,0.0327,0.851,0.0,0.0997,0.193,81.113
3AgiRs3oxc2dFh0CPUHXJs,Mistletoe and Wine,2nvKpWcP8etYTq4JrRiUiy,Cliff Richard,5yaUrYOylXyPC7jEV0o2YZ,245333,1991-11-18,47,0.498,0.432,9,-14.386,1,0.0345,0.688,0.0,0.136,0.365,135.015
597IVBYr60vm0HKjgOnztJ,Sleigh Ride,1eEfMU2AhEo7XnKgL7c304,Carpenters,1EiBrlQW6W6H1mZI4N7Ne4,159440,1978,0,0.694,0.243,11,-15.632,1,0.0723,0.871,0.0,0.165,0.578,100.774
6UrKVLhzBYZY6fXmNyCLDi,Mele Kalikimaka - Single Version,6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,47RV2hB4LybH5Q2jbs6ClV,173933,1970-01-01,0,0.463,0.285,3,-11.616,1,0.0476,0.838,0.0,0.241,0.525,204.153
0tXPhc8LvM4dPvoRwI66XQ,I'll Be Home for Christmas,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,3CKVXhODttZebJAzjUs2un,264826,2011-10-14,44,0.282,0.101,7,-14.657,1,0.0315,0.934,5.05e-05,0.159,0.141,83.13
2zHu4GAsQIw2skGszWEMFY,The Little Drummer Boy,6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,0RybBCL0oKCwyKur97W2gH,177760,1998-01-01,23,0.643,0.131,10,-15.647,1,0.0339,0.869,9.48e-05,0.0747,0.445,112.152
6Tof6kPUc2a17GKaKz4IXz,"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",5Gejwv3xz2DpLcxVpMD6hL,Thurl Ravenscroft,56bt7YjN6QA5KSTTe16IDj,315733,1999,16,0.478,0.475,7,-10.901,1,0.28,0.946,0.00372,0.133,0.437,89.2
5ymVfeMK8cDew5vzntTuc7,Sleigh Ride,4sj6D0zlMOl25nprDJBiU9,Andy Williams,7zCvEkPCZcGWa1RHWjo2e0,128400,1965,40,0.571,0.634,5,-9.155,0,0.0537,0.724,0.0,0.0864,0.805,109.575
0i7lZhEMEheehKyCtBJIIL,Silent Night,1eEfMU2AhEo7XnKgL7c304,Carpenters,1EiBrlQW6W6H1mZI4N7Ne4,201040,1978,0,0.125,0.174,4,-16.878,1,0.0363,0.949,0.00051,0.0881,0.123,89.095
56dllQaFZBw3SPTiKZvqYH,The Man With The Bag,7rpf45DdbpweG51Acze45i,Kay Starr,7xEIJ3DHyTtjoM71ZrMOHC,160640,2010-07-26,12,0.674,0.319,7,-7.109,1,0.0764,0.642,3.96e-06,0.169,0.747,70.057
4FQJyi8gnbhKy623wNx6Ps,All I Want For Christmas (Is My Two Front Teeth),3OpnoUqoRIHWbsFs4Nw0NQ,Nat King Cole Trio,36r0NLy7NH4Z14enk0EvF4,151893,1993-01-01,41,0.752,0.0869,9,-16.759,1,0.071,0.967,0.0,0.0869,0.502,130.566
4RppWtszgz5gPVOKUQazCH,I'll Be Home For Christmas - Single Version,6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,47RV2hB4LybH5Q2jbs6ClV,174614,1970-01-01,0,0.199,0.205,4,-12.732,0,0.0317,0.678,0.00056,0.318,0.224,80.59
4LUAIXN6bpnEVaJZOLfuDt,Here We Come a-Caroling / We Wish You a Merry Christmas,5v8jlSmAQfrkTjAlpUfWtu,Perry Como,3Up1le0LPCpXc1Lisoln7f,94733,1982-09-12,40,0.571,0.166,8,-16.883,1,0.0471,0.978,0.0,0.253,0.707,93.914
4WN9xLkAeINLPLaoeZ9ZW9,The Happiest Christmas Tree - 2009 Digital Remaster,7v4imS0moSyGdXyLgVTIV7,Nat King Cole,6XodQl1BPzs13GY61iXQv7,105346,2009-01-01,0,0.494,0.644,0,-11.781,1,0.905,0.704,0.0,0.781,0.866,206.13
29UQV9kjexf0TJAR0UElID,"River - Recorded At RAK Studios, London",2wY79sveU1sp5g7SokKOiI,Sam Smith,4ecvpp0mbSwKEUWHAPngLV,208573,2017-11-29,0,0.347,0.187,10,-11.369,1,0.0514,0.889,1.26e-06,0.11,0.203,53.894
6ScCr1C4VIFzulq8bP65mj,What Child Is This?/The Holly And The Ivy,6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,5nn0oYdYM0JOQjSdGDUh5Z,201333,1994-01-01,0,0.342,0.18,10,-15.235,1,0.0321,0.991,0.0064,0.0987,0.215,108.354
0leIhGny91OrU4mjcshsjI,Lonely This Christmas,3cqIsBnzV3BabbPWKz8Txf,Mud,5Yryy7X7Ric1jjEvADsDyy,213160,1990-05-08,28,0.551,0.325,0,-13.507,1,0.0286,0.81,0.000112,0.115,0.496,98.932
2VsCE6ui7N4IRzGIGT7Di8,O Christmas Tree,2lolQgalUvZDfp5vvVtTYV,Tony Bennett,5XwXBRHD4t7yKAHY5Smb8j,207253,2008-10-14,49,0.571,0.0982,6,-14.34,1,0.0425,0.949,1.71e-06,0.109,0.0857,74.271
5D30yNI3b0HAuaBWAGOImI,"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",5v8jlSmAQfrkTjAlpUfWtu,Perry Como,6kwOEj6diw9tUSbhgIVeBP,290760,2001-05-21,42,0.143,0.134,5,-17.292,1,0.0324,0.952,0.00144,0.208,0.107,85.992
1uPEDUtTJZOkj7CjGDtZGv,God Rest Ye Merry Gentlemen - Single Version,6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,47RV2hB4LybH5Q2jbs6ClV,137720,1970-01-01,0,0.474,0.257,0,-10.772,0,0.032,0.992,0.00051,0.315,0.684,101.895
1BB9hv4471pPlNqOAnDglV,Dominick the Donkey (The Italian Christmas Donkey) [with Joe Reisman's Orchestra and Chorus],7dbKeVkihtOifdiu7f3rUg,Lou Monte,6ISMzVPiIZKmpsUUvzztcA,150746,1960-01-01,0,0.807,0.473,8,-11.383,1,0.047,0.68,0.0,0.179,0.963,113.237
59g1IKRYrCBsYLdd0WhKus,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Remastered,6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,2apMfuTsmhR0u0qQIzbyJG,184626,2001-01-01,0,0.288,0.324,6,-10.918,1,0.0331,0.947,0.00065,0.364,0.264,79.719
4Zo33RKIwOIiVsZZtXsKU4,Twelve Days Of Christmas - Single Version,6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,5rNiENfjWN3m9HE9XwBjvi,204040,1987-01-01,0,0.629,0.292,3,-10.737,1,0.06,0.883,0.0,0.136,0.83,142.543
2nWeF8M4XwOdIEUK8q1kTj,O Tannenbaum,7v4imS0moSyGdXyLgVTIV7,Nat King Cole,3RbxlISBoyXN6ECspX7Jrr,182106,1990-01-01,0,0.242,0.283,3,-11.353,1,0.029,0.824,2.14e-05,0.27,0.239,91.51
6Ai7PiAjnb4eIiC05By0i4,O Little Town of Bethlehem,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,6zk4RKl6JFlgLCV4Z7DQ7N,155493,1957-10-15,45,0.325,0.0409,2,-19.102,1,0.0359,0.984,0.000585,0.109,0.212,99.286
4DV9KToOaC0khx2MqOZstE,The Christmas Waltz,602DnpaSXJB4b9DZrvxbDc,Peggy Lee,0IbfiaKXOENE7Wn3SzLZFd,173133,1960,34,0.253,0.166,11,-16.882,1,0.0313,0.829,0.000313,0.14,0.18,106.476
2345kZ5rt8eHjO8CFpx3Yi,Christmas Time,6KWcxMWVNVIYbdOQyJtsSy,The Platters,3WdCWL7bYtiSLRAlxxq1Q2,127333,1963,33,0.343,0.339,0,-9.282,1,0.0283,0.867,3.75e-06,0.109,0.404,103.504
76cy1WJvNGJTj78UqeA5zr,IDGAF,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,01sfgrNbnnPUEyz6GZYlt9,217946,2017-06-02,80,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028
4fndbjoz1qJyK6JcLdKfzm,Stir Fry,6oMuImdp5ZcFhWP0ESe6mG,Migos,2mDzhes9hFHQiBEMkvVtkF,192131,2017-12-20,0,0.813,0.808,2,-5.541,1,0.286,0.00693,0.0,0.133,0.547,181.993
0MIcPSq9n2z5H8TAfEstri,Quiero Repetir,1i8SpTcr7yvPOmcqrbnVXY,Ozuna,4s05NbwGgw5SO42AdsN5Oo,200986,2017-08-25,67,0.608,0.753,0,-4.748,0,0.368,0.103,0.0,0.0996,0.482,97.626
3AFfyUXTfj12PgrOkZiiJo,Treat You Better,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,51n1JXEvKgR1AaTnnfA6SS,187973,2017-04-20,0,0.748,0.819,10,-4.032,0,0.198,0.13,0.0,0.111,0.792,110.645
